,DGAT1i+2i,DGAT1i+2i,DGAT1i+2i,DGAT1i,DGAT1i,DGAT1i,DGAT2i,DGAT2i,DGAT2i,OA,OA,OA
Metabolite.name,1i_2i_01,1i_2i_02,1i_2i_03,1i_01,1i_02,1i_03,2i_01,2i_02,2i_03,OA_01,OA_02,OA_03
LPC 34:9-SN1,21473206,21557800,23044208,19453484,25029450,22755766,2392192,2588630,3388072,1694989,2193224,2187348
PC 32:2|PC 16:0_16:2,93593536,69699968,91682840,59729852,71756024,88314000,93719168,95724680,99017208,94594256,108356032,116070176
SM 18:1;2O/18:0,2104318208,2686467840,2526147072,3305812224,3566476800,4050951936,3146695168,3439684864,2611024896,3180638464,2986930176,3122555648
LPC 34:8-SN1,10406149,8489055,8663023,10613095,11866428,11085561,0,438201,500065,0,23124,162160
PG 6:0_26:4,21672964,17548942,16350760,23548762,21621722,21994192,1083373,1148594,1931715,993910,776068,1446774
PC 32:1,31586452,35314704,34482112,18846256,22951142,20074742,14036259,18530074,24013324,15185779,18535622,16298186
SM 8:0;2O/28:0,45599476,46700156,36059592,37443612,37236408,29040832,51344396,39578876,51709488,44111240,43410872,38661920
TG 8:0_8:0_26:4,17093930,8883559,16901524,18939236,19787454,26028988,12750223,13483605,15579604,11622363,13662444,12799590
SM 18:1;2O/18:1(d9),154175488,265573680,262619424,113923648,90508928,55878548,232230224,202555328,210012560,250804384,259933728,256808384
SM 18:1;2O/18:1(d9),17438196,46912728,58819956,11236812,8141122,4871870,39216508,33869112,31637716,66634948,54668136,61211376
TG 42:1|TG 8:0_16:0_18:1,18111366,21014868,11947404,18635630,17174460,16433483,26973044,41525112,23928326,20016310,18462976,21734058
PE 34:1,268719872,273278624,223591280,293908000,307513984,303181632,332039712,330622944,328864704,301378208,313030016,306453632
DG 18:2_26:5,180195472,308249248,331475136,130135192,97040624,68804144,309933984,271169568,254424032,373622784,353864960,366653248
DG 26:2_18:5,36982336,74870208,80822216,24239606,19033132,10439332,59322652,46004640,52147552,70580128,71241048,70935040
TG 42:0|TG 8:0_16:0_18:0,40504432,48505668,53983944,68324896,46094872,46144508,51777200,51585376,52283636,36140804,38236652,50461416
PE 34:0,23792026,15487192,14951442,34856032,34854340,41049052,30118204,31703648,31120950,16136841,19774660,26447284
LPC 34:3-SN1,294894272,414800992,338115296,332796736,428749632,422037184,350513632,368502784,329764352,364960032,383134912,351492160
TG 8:0_8:0_26:1,2432846,1151251,2257332,474298,2027073,1579275,989957,3266709,1373494,1226,674909,477849
LPE 38:9,61336544,57162292,54702376,69781912,67021544,67097912,76682272,80399728,80459272,80024512,75527736,90540064
PC 32:4,19953314,23420832,24280908,19425358,22097222,25073940,21650548,21507062,21931204,19005686,22984644,21328672
SM 38:6;2O,20986876,26844872,30804578,13943643,12683757,4720729,34531848,28086422,26826684,36056528,32926290,40923596
PC 32:2,92026464,89795240,72810960,70418104,78624968,94153568,43128832,37664172,40508688,38187832,41337944,38295396
TG 8:0_16:3_20:5,10955315,13267703,12786672,12049599,12063211,12409168,11756702,13158672,13435193,13187740,11872144,12105488
SM 8:0;2O/30:4,25950626,53015460,67102688,13556448,3555550,16939204,52632092,53048228,36789112,86301096,67057236,66426712
SM 36:1;2O,4351448,2438998,0,16629876,10297183,10388198,0,1921952,5535500,5020318,0,4796234
PE 36:8,5227245,6885544,5711300,5276866,5792299,6492644,5429942,4523861,5191498,3841049,5422768,6012812
PC 34:4|PC 16:0_18:4,316802464,302129344,280857888,329337728,343533504,373438240,378483744,387198496,311534592,290683168,325207008,261286544
PC 34:4|PC 14:0_20:4,370770944,323806240,347316992,213862640,243755152,247743072,307112896,337491904,400629920,338488640,354305408,413367808
PC 34:4|PC 18:1_16:3,176411648,227665104,201834416,72938648,85233904,112754496,105382600,111839568,92138016,92615112,94149792,101213704
LPC 34:7,19288308,15554361,16771851,20895364,23314218,23222038,23322232,20511200,21643928,21323984,16601170,20791590
PC 32:0,483017312,442279776,505071648,497745024,474704832,501499520,515683616,516238240,528966528,504204640,518772128,510934592
SM 18:2;2O/20:0,390033184,454335936,426656480,462654656,492561216,570419712,519566496,594365952,521733728,516613792,596074880,508545856
SM 18:1;2O/20:1,477120000,438507680,484949856,484241280,520647680,501117152,453617632,505821824,446285984,482781760,515312960,460898592
PC 8:0_26:2,230443552,229245392,277733056,149468448,169708016,173965936,98832320,120264840,129211576,103307208,109100704,97777272
TG 8:0_8:0_28:5,9137638,4971116,16391703,10772974,11445422,4678929,13010405,13071669,20908610,4595950,9547383,2693402
SM 38:1;2O|SM 22:0;2O/16:1,260153696,303288960,269074080,303424256,332946176,490306720,335498720,310779168,298558176,248497696,278054176,323535776
SM 18:1;2O/20:0,907285696,1157389184,945173504,1188947456,1349716096,1667314816,1224118144,1348567680,1027760448,928492096,1023316480,1215187456
PE 36:5,23273230,24498902,19491024,23070270,26014292,25877676,33104190,32532044,28974964,28779986,32511372,28634390
LPC 36:8-SN1,8636633,10833188,9892939,12918722,19080890,8465126,24441220,18851158,21467794,29802758,30424832,27414590
SM 38:0;2O|SM 20:0;2O/18:0,41631224,56231296,47013424,57712152,72490152,87119808,43798788,53334288,55474100,32206580,37015908,49134480
PE 36:4,86002936,94245184,76368208,83480896,97347288,91863960,136237648,114238216,108270000,107680840,112976464,110044536
TG 8:0_8:0_28:3,20372226,28789348,23041358,18868748,22346884,40817992,23021062,19932678,15533350,15465107,17114172,19321590
SM 38:7;3O,17311792,6042680,11174541,14579389,14093900,1294622,10046357,12425498,12856654,10769493,9434887,3845126
SM 38:7;3O,32838690,39256420,39568016,42065708,41727928,49889996,47607704,39524036,35778860,40279656,58489684,38851288
PI 28:4,5504048,4241720,4618510,6038822,6040602,8060568,3398558,4472902,4673870,2578759,4994340,3625023
PE 36:3,64540228,42082724,61073532,61616640,68213024,44690172,61827952,39591300,41743336,46263268,52195580,33117626
DG 8:0_38:9,1832090,4834688,7288373,772942,376238,0,5172536,4540020,4000494,5893052,6180677,8014546
TG 44:2|TG 8:0_18:1_18:1,9050750,38152772,31235238,38805196,43197196,45689508,113037808,129520040,110124792,81361456,100002904,87798800
TG 44:2|TG 14:0_14:1_16:1,30731986,37980616,31021086,11527980,43197196,45717924,24191626,25560900,110264792,79483000,98263856,86797376
PI 28:6,1560714,486044,411563,1416318,1853635,1595298,901201,157917,918831,600686,400582,930553
TG 8:0_8:0_28:4,28709126,22794524,24939864,16936582,13342498,22500684,22855576,29495030,17171776,22162824,29754918,7785572
PE 22:1_16:4,24491146,58102192,57363112,16191091,19254610,8138399,58810884,45069104,46643012,63676776,57567924,75306472
DG 8:0_38:8,31831848,40156576,55621864,24682054,26983834,22504222,53652348,58617580,57363036,64114512,67980168,67147640
TG 44:1|TG 10:0_16:0_18:1,60852524,77392672,67604688,66662684,62473764,65133936,77703128,81563696,91674368,61772476,75659624,63324736
PE 36:1,725472640,762094336,600232384,788463680,842329536,943806016,744810688,769397184,770045632,633958080,694693184,731634048
LPC 36:4-SN1,2412514,14363621,20849402,441855,2735758,516090,8271120,7138690,8740204,18917720,18617942,21339224
DG 18:2_28:5,58123068,75127176,78637096,37061840,30069642,23767906,75693800,64905208,72416672,90194976,81584112,98379568
DG 28:2_18:5,29792208,43762820,57159528,22071962,20453822,5365632,49076880,49162064,26347644,49484280,44145416,53548416
DG 8:0_38:7,24208038,32594748,28493250,24237132,28960498,37064548,29165342,29582198,25014818,24581014,28415404,29011526
LPC 36:3-SN1,481817728,507574048,458174720,427621376,490284416,582831808,436792768,483239584,398146240,377885728,450586304,402538464
SM 38:6;2O,2437138,6375975,1911840,1684543,0,0,5079536,3010602,3674087,9173023,8853877,10555573
SM 38:5;2O,2099332,5142918,2243759,832262,2245071,2308729,1554486,2135698,2265484,1502235,626550,2106240
LPC 36:0-SN1,370410048,495145056,448216288,365539584,405004032,482037888,386512768,379817024,329395232,416054912,399559200,398637888
SM 40:6;2O|SM 18:1;2O/22:5,23730892,29260180,27403594,6877823,9674321,10949569,4245864,3720127,3604976,3615230,4005013,5258204
SM 38:0;3O,176578240,306632448,334436672,123572768,108637728,75093840,335629792,247851136,265137664,388706688,335876672,346750752
PE 38:10,3235028,7845156,9758934,284063,2045172,1004718,2435228,5627014,5469676,9692081,7859555,5545812
LPC 36:10,377705,9452955,36310820,0,0,0,8691517,11916743,9120748,60558136,56801252,38032888
PC 34:3,37154904,37732344,33578316,31008342,31480024,44863364,24760640,30931522,26395538,23476724,22110572,19991130
PC 36:6|PC 16:2_20:4,56457652,83618896,70519336,56593508,67870672,69061664,80577552,85213984,77968288,100823072,104510856,96512952
PC 34:2,1588210688,1477511296,1390807424,1583639168,1664515456,1425996928,1073104704,1142878720,1092163584,904377152,949129344,1217757952
PC 36:5|PC 16:0_20:5,239673264,345429440,308673376,165529328,188694384,224772368,369335040,408670816,358647200,409876480,453244768,412472672
DG 16:0_30:1,3730914,1414350,1786164,12307470,13362315,21571780,5922076,12672327,18987446,3943888,4962517,5941173
PC 34:1,889067584,755170176,770012928,865985920,855558784,808128896,886691136,861799104,946985152,850776320,886313792,873792832
PC 34:1,108196848,107654760,87587264,105390848,98947168,101869128,101340528,116102696,107787680,94600056,101748032,95561576
PC 36:4,533152736,582136704,494121408,410313440,470140416,573784448,792739520,600099072,582847104,519046656,701272704,640277632
SM 38:0;2O,10561431,11278344,7411212,7261847,8157366,11274338,2999150,7936016,3634980,3985639,5869627,1910676
PC 34:0,455258144,497453472,512544416,547626368,556171200,668267840,536502976,519185184,535841728,515203008,528678976,530780352
TG 8:0_8:0_30:8,28670514,32752704,29195510,11991886,13143076,9472276,32811454,21683002,35240724,30057764,35743320,36972872
SM 18:1;2O/22:1,3328483072,3869895168,3475899648,3774469888,4239229696,4696756736,4646261760,5129508352,4751143936,4397391872,4976774656,4729294848
SM 18:2;2O/22:0,66841268,65508128,25993474,22793554,51706452,76682136,86839008,72997768,27128050,27986800,87267128,82789224
SM 40:9;3O,28053410,87339256,172576304,16714782,10473985,10318153,41845004,36592388,36668076,119878776,46706704,49182488
SM 18:1;2O/22:0,2359895808,3502046976,2690765568,2756269824,3220587264,4074838016,2943727872,3385788928,2924684288,2441376256,2612694784,3007731712
PS 36:2,20344776,137645504,30436592,4389109,5456566,122082536,11565245,239743792,166638992,72176600,71819416,564443008
LPC 38:8-SN1,28720144,26106234,26456910,28424120,36509124,33226088,32133368,25025392,28879602,33212822,30271494,30759738
PI 30:5,3884643,3460354,2521551,2620348,3673328,4385392,2971282,2467094,3078525,4123957,3547423,3513542
PE 18:2_22:5,25489746,28392500,22869636,18301428,20275058,24248242,26526782,26110402,21879178,24861138,29487704,24911414
PS 36:1|PS 18:0_18:1,96369,67218408,12644168,777235,4711703,44102064,20427618,89520496,67271328,19994326,24680298,222099312
TG 46:3|TG 14:1_14:1_18:1,26728142,27916942,17533224,40582672,40610200,39372536,47308436,61374420,51259656,32940390,43015744,39175728
PE 40:6|PE 20:3_20:3,43133376,48642220,46102056,51206864,54966788,59556748,64374564,53180424,55665776,57185148,53618576,54502188
TG 46:2|TG 14:0_14:1_18:1,106765368,106405128,101196896,67448152,64697784,66549924,65222728,88903856,86367808,53649660,74261048,66217552
TG 46:2|TG 10:0_18:1_18:1,28256022,21256654,26345448,218638576,248846272,271187296,236255168,325982304,300137984,195593568,220421728,206624912
PE 38:2,182490224,152485136,118782776,152482512,160345584,180190464,102491328,111205808,103830704,70628608,96557416,113858456
TG 46:1|TG 14:0_16:0_16:1,135326224,133193080,142119760,186096560,177989152,194452800,181173920,237954528,207200480,154490512,176812848,162272352
PE 20:2_20:2,33729896,41305976,48238304,11862847,25579482,19904296,28278626,26494910,28067338,27937006,32755136,19861300
PE 38:1,7575568,10985362,7599864,10047457,11128514,16151565,7191846,10330549,8073723,9503566,3650463,10254565
PE 40:4|PE 20:2_20:2,20993486,30245188,20892832,20300734,26658454,26477290,33748128,32295430,30946270,36705992,39684420,35905424
TG 46:0|TG 14:0_16:0_16:0,202785856,223135600,236158064,180364464,123646928,113951248,154792096,165328240,164004624,112320776,165344880,170971968
TG 8:0_8:0_30:2,16150055,17960760,17051456,15250141,16899934,21786054,15686497,14904390,14474066,13248093,15474056,14060899
SM 40:3;3O,5207032,4522536,1734525,5176864,4914408,7993743,3076105,1287970,1497886,1065234,446155,1882627
SM 40:5;2O,8559600,15143339,21354942,438193,2417150,804865,3011706,4980804,9209123,12325705,6588204,4727512
PC 38:8|PC 18:4_20:4,20516750,23646872,25347962,15106170,15096745,19033958,14403724,16239491,15369954,17816612,20850852,14468001
PE 40:1|PE 22:0_18:1,22310822,26877388,16598039,21733440,26004010,33977872,21278526,23687932,23711802,18015300,21329506,25506964
SM 40:4;2O,36125276,115437576,99255720,28600782,29230948,13679864,124736408,98730008,91862712,94566696,21260606,97953336
PC 38:7|PC 18:3_20:4,77218920,68665680,65141200,52582276,55669428,53768276,90571336,97991400,94976600,91832440,97806920,86991408
PC 38:7|PC 16:1_22:6,239056464,316792128,243956448,184440608,196876400,244049024,198983744,213130864,193662656,190087024,219612400,197851424
LPC 38:0-SN1,226386032,294161888,260570592,198531680,235363200,285263488,195240688,202716080,187130416,199585728,204821680,211839008
DG 8:0_40:3,9973257,11094904,10497571,13465720,9611249,5098525,6995727,1301816,13090819,8674468,7051498,11298951
PI 30:0,1098984,2749541,2921496,0,0,0,1159141,2606981,2110780,4420284,2193580,2620034
SM 18:1;2O/24:5,178329200,193116640,187849216,78484848,92084440,115088320,42977276,50844636,41038244,45309940,44868424,41548744
PC 38:6|PC 16:1_22:5,428572608,432230336,467710592,285279616,327482176,381233984,306974592,302361728,278321728,302419520,337871360,323706880
DG 18:1_30:1,12513889,3836664,995552,35647684,34979580,43932256,25089054,47751836,58497804,19768014,20326716,26352122
PC 36:2,7217682,7539911,4474116,0,1399153,0,2287244,5005041,7280783,4639301,4866919,8435470
DG 14:0_34:1,8745904,7490916,4251084,19448434,17691616,25212876,6490392,21808668,14880971,5623321,3291734,7127334
SM 42:4;2O|SM 14:3;2O/28:1,183751024,196135104,181781120,166419792,194914928,207179632,181915936,214683024,177290016,196680704,202221648,190045680
SM 42:4;2O|SM 18:0;2O/24:4,252273600,332127296,278056160,226713216,239357344,341408864,272757440,285292160,259489088,244995808,264888064,288831008
PS 36:2,0,3816884,0,0,0,10718268,2345283,25099460,8380515,4876796,5744762,23732704
PC 36:1,914222528,903821312,774902080,854070336,930984768,1015723584,853476288,931403008,878108544,755979904,811341440,841452352
PC 38:4|PC 18:0_20:4,1536568832,1779135616,1893515904,1251528832,1527153664,1635143936,1858980480,1975972608,1819179008,1982502656,2141921920,2099352832
DG 8:0_40:0,8771370,4598208,2800281,11523609,14669792,19568274,1012206,5271873,3001016,0,757312,478060
SM 18:1;2O/24:2,2201489152,2369270528,2050294144,2263419904,2419619328,3148081408,3023280128,3123499264,2641805312,2556819456,2845630976,3172192256
SM 42:3;2O|SM 18:1;2O/24:2,559910784,702474112,569261760,621261120,713629056,856653376,818668224,841732352,740456512,800593216,873759040,802882816
PS 36:1,619163,110193,459862,804525,71099,0,121146,12888530,4976302,0,0,40394088
PG 18:1_20:5,4330858,6797855,5843168,4370352,5614408,6548324,5072310,4950514,3673272,5155670,5397492,4566048
PC 36:0,30433306,34637984,29377564,30253742,36953024,44883420,30337510,20991782,22377056,29491012,30140398,30934098
PC 38:3|PC 18:0_20:3,739830656,1039327040,881246912,654940096,802765696,944212032,916363840,915571456,877409856,927621632,1015316864,1154948352
PC 18:1_20:2,799629888,830385344,722067328,674167488,748365376,953422784,571407680,657219584,598322752,473387328,548887616,606681152
SM 18:2;2O/24:0,788869120,1012654528,854315072,592258048,681630848,848260800,876427328,974071488,865598336,862225984,958779712,1023522176
PE 42:9,17486528,24534658,25642454,12141251,16637187,17319976,26393694,29285442,20062416,27377964,25154390,24354950
PG 18:1_20:4,26829530,37802000,31116548,21827788,26278674,31244028,20749028,22108652,15812001,23670918,21727400,20763968
SM 18:1;2O/24:0,1419686784,1940556160,1336391040,1539064320,1709500672,2071334912,1237487872,1623995520,1469723648,964347136,1049055680,1373373056
PE 40:5,128152016,87857848,99148488,115122808,123631728,100946320,104740872,76806056,79186848,85481448,95753584,69856912
TG 48:4|TG 14:1_18:1_16:2,18257682,18646520,11071141,23242178,24238828,27899332,25597418,42301608,30727056,22504370,33779264,30908252
SM 42:8;3O,79260568,69163360,65102092,76490480,88750672,88512312,65116868,75826360,67679568,58436012,65469344,62635752
PG 14:1_24:2,89013272,97084592,93391416,96640344,27165398,114967704,95858664,97964128,28458894,66961232,93066016,91554728
LPC 40:7-SN1,484814784,539231616,466003808,481039904,558454080,647043904,551461632,576120512,501627264,516221184,585838336,570091008
PC 38:0,29008436,29911538,26110272,15988144,17880222,22232272,7607706,11463104,8257879,7092264,9004003,6888791
PC 16:0_22:0,42135720,61171472,55361072,41832412,47217844,60415956,49183104,45096188,41433184,54107392,50412472,54512472
TG 48:3|TG 14:1_16:1_18:1,153362304,135645024,124788360,368029216,387274656,429172800,317913856,504059296,422773984,268148000,314702016,289603328
PC 38:10,11973259,11834898,17401260,1466420,1524943,1854944,10387927,2749191,1367147,7669878,5079969,6182668
TG 48:2|TG 14:0_16:1_18:1,304247488,293088192,273948384,1082922752,1178830464,1404415744,849626240,1425559296,1201820544,705648768,842197184,780538688
PE 40:2,29654362,33696880,23167712,34462924,38037316,47145496,32424042,31933304,30066392,26614466,33788024,32143794
DG 50:8|DG 20:2_30:6,6830986,13193085,13598990,219518,2681459,88588,7207312,8318414,11732603,18225138,14132455,13316136
DG 8:0_42:8,39597004,62232844,61113136,30508410,26585974,21356156,47694644,63978936,49508224,53401848,48966760,55007568
TG 48:1|TG 14:0_16:0_18:1,400517600,399770496,375579040,525823936,569691136,569265536,500374880,712340032,681414080,416198912,492822336,484097568
SM 42:5;3O,6561365,12936679,12126160,747747,2469368,1348852,11218953,6635154,6765260,9590932,12947114,9656725
TG 8:0_8:0_32:3,4048473,13252101,6954186,1220305,710338,989391,5660081,9424326,8924723,13120115,14366380,16198503
