"subclass","48hrs_1","12hrs_1","24hrs_1","24hrs_2","24hrs_3","24hrs_4","24hrs_5","Veh_1","Veh_2","Veh_3","Veh_4","48hrs_2","Veh_5","48hrs_3","48hrs_4","48hrs_5","12hrs_2","12hrs_3","12hrs_4","12hrs_5"
"CL(78:5)",286900000,285600000,272300000,282900000,273700000,241800000,276100000,326400000,2.69e+08,3.57e+08,319900000,289100000,341400000,2.8e+08,258400000,267400000,290100000,291800000,281100000,327300000
"CL(78:6)",1.46e+10,1.52e+10,1.39e+10,1.49e+10,1.37e+10,1.42e+10,1.47e+10,1.83e+10,1.96e+10,1.91e+10,1.8e+10,1.43e+10,1.78e+10,1.55e+10,1.5e+10,1.38e+10,1.34e+10,1.49e+10,1.45e+10,1.49e+10
"CL(78:7)",3.6e+09,3.31e+09,3.34e+09,3.21e+09,3.17e+09,3.08e+09,3.49e+09,4.9e+09,5.2e+09,5.05e+09,4.81e+09,3.91e+09,4.39e+09,3.99e+09,3.8e+09,3.28e+09,3.08e+09,3.32e+09,3.18e+09,3.13e+09
"CL(78:8)",51900000,84700000,56400000,86800000,60100000,77400000,7.1e+07,1.13e+08,97700000,1.13e+08,87300000,44100000,1.21e+08,38200000,68800000,39600000,78500000,82700000,92400000,95700000
"CL(78:9)",5.26e+09,6.44e+09,5.28e+09,6.03e+09,5.69e+09,5.61e+09,5.82e+09,1.22e+10,1.07e+10,1.18e+10,1.08e+10,5.42e+09,1.17e+10,4.68e+09,4.39e+09,3.93e+09,4.93e+09,4.83e+09,6.71e+09,6.25e+09
"CL(80:10)",27900000,4.6e+07,35600000,39600000,29400000,26100000,33100000,26800000,3.9e+07,39900000,38500000,27800000,3.5e+07,26900000,32800000,37800000,43800000,43700000,56200000,44900000
"CL(80:11)",55200000,91400000,54600000,74900000,58100000,48400000,66900000,67100000,73600000,73200000,63700000,61100000,71800000,61600000,62300000,66300000,84600000,91100000,1.1e+08,68800000
"CL(80:12)",160100000,170800000,156300000,162400000,164700000,1.59e+08,158100000,235600000,2.4e+08,215700000,2.25e+08,151900000,212600000,153700000,167800000,178100000,149100000,151300000,1.82e+08,176900000
"CL(80:2)",4.2e+07,4.3e+07,40500000,52400000,44900000,51100000,4.8e+07,8.7e+07,80700000,72700000,76600000,41400000,71600000,37300000,39400000,36300000,46900000,55500000,54100000,4.6e+07
"CL(80:4)",17500000,1.7e+07,14700000,18300000,12200000,14200000,16100000,10900000,11100000,11100000,10200000,19800000,12300000,18400000,17600000,20200000,10500000,15900000,11400000,11700000
"CL(80:5)",60800000,67600000,53500000,63600000,59700000,64900000,63500000,67600000,61300000,74300000,69100000,55900000,84200000,67700000,60200000,59600000,58800000,61900000,7.7e+07,74900000
"CL(80:6)",1673249.317,1219727.726,2239280.357,3395126.903,1057724.191,3440233.343,2038192.198,1199389.004,1148851.902,2171723.62,2434559.87,1704425.679,1943022.452,1841115.94,856158.348,420282.488,3507053.662,4489783.118,1138690.08,2558524.906
"CL(80:7)",27500000,62400000,48300000,44500000,58700000,61800000,62800000,50900000,35800000,6e+07,57800000,37800000,22700000,33200000,40500000,34900000,65200000,6.1e+07,4.9e+07,47100000
"CL(80:8)",63500000,95200000,99500000,90200000,1.02e+08,99500000,1.14e+08,97300000,8.5e+07,90300000,97100000,81400000,70500000,80100000,89600000,93500000,1.03e+08,1.15e+08,92300000,86100000
"CL(80:9)",21400000,23700000,10200000,12300000,20300000,1.9e+07,21700000,19100000,28400000,20500000,24300000,2.3e+07,15500000,26300000,1.3e+07,24400000,28200000,23900000,2.6e+07,21400000
"CL(82:10)",6.44e+09,8.68e+09,9.48e+09,8.64e+09,9e+09,8.69e+09,9.04e+09,4.55e+09,5.41e+09,4.58e+09,5.31e+09,7.36e+09,3.92e+09,8.36e+09,9.14e+09,1.04e+10,9.03e+09,9.72e+09,7.67e+09,8.44e+09
"CL(82:11)",236711.4328,4813788.388,1651326.061,3303999.197,236711.4328,2159642.82,2133250.676,2022795.331,2596968.935,3996649.184,4073650.009,236711.4328,2063585.708,1727875.771,2235002.417,2636156.032,2696744.449,236711.4328,2075740.745,1183557.164
"CL(82:12)",1.76e+09,2.18e+09,2.11e+09,2.27e+09,1.89e+09,2.18e+09,1.99e+09,2.53e+09,2.64e+09,2.56e+09,2.55e+09,1.74e+09,2.41e+09,1.51e+09,2.1e+09,1.99e+09,2.11e+09,2.12e+09,2.31e+09,2.15e+09
"CL(82:13)",27300000,12700000,29600000,19300000,11600000,26500000,12300000,22500000,27900000,18200000,19500000,21700000,2.5e+07,21700000,22200000,14400000,28900000,14300000,31100000,1.8e+07
"CL(82:4)",66900000,39500000,47800000,54800000,52100000,55500000,50200000,78700000,62500000,59100000,8.1e+07,58100000,63200000,76600000,53700000,51200000,66600000,59300000,44100000,55400000
"CL(82:5)",3.23e+08,2.82e+08,2.44e+08,2.6e+08,2.56e+08,2.73e+08,2.61e+08,3.69e+08,3.38e+08,3.7e+08,3.49e+08,3.02e+08,4.04e+08,3.1e+08,2.83e+08,2.77e+08,2.8e+08,2.72e+08,2.76e+08,2.85e+08
"CL(82:6)",1.06e+09,8.84e+08,7.97e+08,9.26e+08,8.23e+08,7.88e+08,8.7e+08,1.11e+09,1.07e+09,1.23e+09,1.08e+09,9.96e+08,1.18e+09,9.91e+08,9.6e+08,8.83e+08,8.58e+08,7.83e+08,8.54e+08,9.22e+08
"CL(82:7)",1.01e+08,1.96e+08,1.79e+08,1.58e+08,1.64e+08,1.84e+08,1.81e+08,1.62e+08,1.06e+08,1e+08,1.21e+08,1.11e+08,77900000,1.19e+08,1.34e+08,1.61e+08,1.85e+08,1.7e+08,1.69e+08,1.82e+08
"CL(82:8)",829948.848,2437087.941,4680131.682,3699639.84,2903125.04,2871096.265,2405048.7,3013271.501,2098774.195,4194170.618,3566885.027,2028616.7,3280646.537,2514368.919,2456105.108,2416716,4106021.594,1952546.122,2056144.172,2507823.591
"CL(82:9)",5.74e+08,5.95e+08,6.32e+08,6.42e+08,6.77e+08,6.55e+08,5.86e+08,7.1e+08,7.01e+08,7.44e+08,6.96e+08,6.02e+08,7.74e+08,5.6e+08,6.31e+08,6.27e+08,6.43e+08,5.88e+08,5.82e+08,6.15e+08
"CL(86:10)",74200000,1.39e+08,1.25e+08,1.03e+08,1.57e+08,1.83e+08,1.73e+08,7.5e+07,80100000,77300000,74200000,1.39e+08,66500000,42200000,1.27e+08,2.34e+08,9.5e+07,1.78e+08,64100000,1.18e+08
"CL(86:11)",1.46e+08,2.22e+08,1.57e+08,2.58e+08,2.53e+08,91800000,2.33e+08,1.43e+08,70200000,57400000,1.78e+08,2.6e+08,1.28e+08,1.88e+08,3.44e+08,4.19e+08,2.64e+08,3.03e+08,1.92e+08,1.81e+08
"CL(86:12)",52200000,8.9e+07,67100000,59300000,59300000,81100000,59700000,1.21e+08,1.23e+08,1.12e+08,1.26e+08,54900000,94500000,51800000,48500000,53300000,86600000,95900000,1e+08,86900000
"CL(86:13)",15100000,22400000,17100000,33800000,30200000,18800000,3.4e+07,24700000,21700000,20700000,3e+07,17500000,23200000,20800000,20900000,5.1e+07,25200000,24800000,28200000,24400000
"CL(86:14)",1.91e+08,87500000,89600000,9.9e+07,81500000,70300000,82700000,1.32e+08,1.33e+08,1.62e+08,98800000,1.86e+08,1.23e+08,1.24e+08,1.36e+08,93700000,1.14e+08,96100000,1.24e+08,77400000
"CL(86:15)",2.98e+08,1.6e+08,1.12e+08,1.78e+08,1.49e+08,1.21e+08,1.25e+08,1.92e+08,2.26e+08,2.68e+08,2.04e+08,2.95e+08,2.12e+08,2.13e+08,2.39e+08,1.79e+08,1.83e+08,1.86e+08,2.13e+08,1.36e+08
"CL(86:2)",42900000,37300000,3.2e+07,45900000,3.9e+07,35300000,41300000,29500000,25100000,30200000,29200000,44200000,28600000,42500000,35300000,30300000,30600000,30100000,43800000,29200000
"CL(86:8)",52400000,32200000,35700000,3.7e+07,37900000,54200000,35500000,3.1e+07,2.7e+07,27100000,36200000,24700000,2.7e+07,23100000,27700000,35900000,43400000,50300000,32500000,34100000
"CL(86:9)",2.37e+08,2.51e+08,2.68e+08,3.09e+08,2.88e+08,2.63e+08,2.81e+08,1.97e+08,2.02e+08,2.09e+08,2.13e+08,2.38e+08,2.57e+08,2.74e+08,2.78e+08,3.32e+08,2.93e+08,2.49e+08,2.2e+08,2.61e+08
"CL(88:24)",4734060.477,158628.2722,4532119.26,5954333.836,158628.2722,6450913.818,6802460.372,1246666.395,793141.361,4341738.197,10200000,13500000,4275487.896,10900000,9417777.186,11500000,3456138.744,18400000,1325863.284,2347960.134
"DG(22:3)",51800000,26900000,21700000,4.8e+07,31800000,31900000,44300000,12400000,18700000,17100000,25600000,47300000,14200000,61800000,74600000,5.8e+07,20500000,24500000,24400000,1.4e+07
"DG(26:0)",709387.9588,38400000,23700000,27100000,11100000,26300000,22500000,4327588.252,3834199.855,12700000,3546939.794,7004319.922,4611124.458,16100000,11900000,21300000,28200000,41200000,4.7e+07,50200000
"DG(28:2)",1.4e+07,15600000,15400000,20800000,12200000,19600000,19300000,3681790.327,12900000,12700000,10200000,5013566.023,3655574.582,22800000,9408675.848,38500000,28600000,23300000,43500000,13500000
"DG(28:3)",787974.1806,38600000,23900000,29300000,12100000,27700000,23900000,4769569.942,4310170.206,12300000,3939870.903,6953949.507,4548673.568,16100000,11900000,21300000,28300000,46400000,50100000,54200000
"DG(28:4)",10600000,30500000,38900000,4.3e+07,23500000,43800000,24600000,8715835.641,6203119.552,1108238.941,1108238.941,1108238.941,6706555.901,5541194.705,1108238.941,1108238.941,35400000,49900000,52600000,4.9e+07
"DG(28:5)",3792998.648,3658986.821,5368131.536,3092104.746,8277816.34,2605054.066,13800000,1199728.508,186644.0834,186644.0834,933220.417,3393943.012,3321673.687,3516863.439,23500000,26700000,186644.0834,5401801.2,5986227.843,6494348.717
"DG(30:0)",506282.6796,31800000,10900000,22100000,24700000,18200000,13400000,506282.6796,506282.6796,4066116.273,3101514.299,3104806.362,506282.6796,2531413.398,506282.6796,5540629.449,20600000,30300000,4.2e+07,4.2e+07
"DG(32:0)",2.86e+08,6.9e+08,9.16e+08,1.19e+09,1.05e+09,1.02e+09,8.6e+08,2.37e+08,1.52e+08,2.36e+08,2.5e+08,2.43e+08,2.29e+08,3.5e+08,3.75e+08,4.67e+08,5.68e+08,6.68e+08,5.63e+08,7.93e+08
"DG(32:1)",1.02e+08,1.44e+09,4.71e+08,7.01e+08,8.55e+08,7.79e+08,5.33e+08,1.52e+08,56900000,82700000,1.3e+08,53600000,1.43e+08,68800000,1.05e+08,1.39e+08,1.17e+09,1.09e+09,1.47e+09,2.09e+09
"DG(32:2)",7340673.728,2.06e+08,82500000,1.55e+08,1.21e+08,1.32e+08,1.09e+08,41700000,18400000,18900000,38400000,23300000,40900000,23800000,33800000,48500000,1.95e+08,1.96e+08,3.5e+08,2.83e+08
"DG(32:3)",2.96e+08,41500000,21800000,31900000,75200000,65500000,7737783.362,2059453.31,1e+07,33200000,39300000,2.46e+08,22300000,1.38e+08,1.33e+08,63300000,1557685.739,1.91e+08,2.84e+08,4e+08
"DG(32:5)",1.5e+09,7.57e+08,2.96e+09,2.73e+09,2.84e+09,2.02e+09,2.27e+09,2.09e+09,1.83e+09,6.61e+08,5.44e+08,2.2e+09,5.97e+08,2.33e+09,1.89e+09,1.86e+09,1.11e+09,2.19e+09,2.74e+09,6.42e+08
"DG(34:0)",55500000,1.08e+08,73200000,86100000,8.8e+07,85900000,74800000,29600000,21300000,39300000,37800000,59200000,34900000,53100000,5.5e+07,61100000,8.6e+07,74700000,66900000,1.07e+08
"DG(34:1)",3.03e+09,1.91e+10,8.94e+09,1.19e+10,1.12e+10,1.13e+10,1.03e+10,2.84e+09,1.42e+09,2.2e+09,2.57e+09,2.82e+09,3e+09,3.26e+09,3.94e+09,4.49e+09,1.53e+10,1.54e+10,1.64e+10,2.11e+10
"DG(34:2)",7.55e+09,4e+10,2.23e+10,2.71e+10,2.67e+10,2.63e+10,2.32e+10,9.17e+09,5.66e+09,8.12e+09,8.64e+09,7.77e+09,9.17e+09,8.72e+09,1.13e+10,1.34e+10,3.31e+10,3.56e+10,4.03e+10,4.54e+10
"DG(34:3)",3.91e+08,2.13e+09,1.035e+09,1.642e+09,1.648e+09,2.04e+09,1.546e+09,3.42e+08,197200000,306800000,4.1e+08,3.62e+08,3.35e+08,426200000,5.18e+08,6.82e+08,2.248e+09,2.008e+09,2.383e+09,1.66e+09
"DG(34:4)",1.12e+08,2.2e+08,1.94e+08,2.02e+08,2.16e+08,1.75e+08,2.09e+08,1.05e+08,86300000,1.24e+08,1.37e+08,87200000,2.93e+08,2e+08,1.37e+08,1.38e+08,1.84e+08,2.64e+08,2.27e+08,3.45e+08
"DG(34:6)",2.96e+08,43100000,23700000,31900000,73300000,65500000,7739267.433,2060205.724,1e+07,33200000,3.9e+07,2.46e+08,23300000,1.38e+08,1.34e+08,63300000,1559998.211,1.91e+08,2.84e+08,4.08e+08
"DG(36:0)",2.06e+08,2.51e+08,2.32e+08,2.99e+08,2.9e+08,3.04e+08,1.78e+08,1.57e+08,1.16e+08,1.02e+08,1.19e+08,2.42e+08,1.31e+08,2.25e+08,2.19e+08,2e+08,2.98e+08,1.9e+08,2.26e+08,2.5e+08
"DG(36:1)",6.36e+08,1.21e+09,7.52e+08,1.11e+09,1.09e+09,9.6e+08,7.22e+08,3.29e+08,2.51e+08,3.89e+08,2.75e+08,5.01e+08,3.12e+08,4.06e+08,4.49e+08,6.19e+08,1.08e+09,8.55e+08,9.26e+08,1.26e+09
"DG(36:2)",5.84e+09,1.447e+10,1.159e+10,1.666e+10,1.433e+10,1.411e+10,1.107e+10,4.7e+09,2.132e+09,3.69e+09,3.39e+09,4.31e+09,4.51e+09,4.08e+09,5.68e+09,6.97e+09,1.412e+10,1.067e+10,1.479e+10,1.686e+10
"DG(36:3)",7896117982.148,2.1595e+10,1.8961e+10,2.5893e+10,2.2762e+10,2.2496e+10,1.871e+10,8798393699.325,4468700000,7.381e+09,6645930165.4,5699400000,7.918e+09,5088292256.868,8.027e+09,1.1459e+10,2.1463e+10,1.9613e+10,2.3435e+10,2.6015e+10
"DG(36:4)",5105800000,1.3688e+10,9.931e+09,1.2938e+10,1.2184e+10,1.1755e+10,1.0313e+10,5.33e+09,3.424e+09,4907600000,4.666e+09,4505200000,5.049e+09,3459200000,4.629e+09,6.17e+09,1.4668e+10,1.3195e+10,1.5824e+10,1.578e+10
"DG(36:5)",2092200000,7.87e+09,6.836e+09,7.797e+09,6.626e+09,7.976e+09,6.357e+09,2.408e+09,1749100000,2.301e+09,2.222e+09,1944700000,2.479e+09,2.389e+09,3060800000,3843100000,9.42e+09,9.45e+09,1.05e+10,1.114e+10
"DG(36:6)",68400000,257300000,214100000,2.28e+08,221500000,232600000,246900000,97241122.379,79608224.476,1.39e+08,182600000,63900000,204100000,1.35e+08,1.77e+08,179900000,508500000,316700000,319200000,366600000
"DG(38:1)",1.99e+08,79600000,2.01e+08,1.77e+08,1.89e+08,2.48e+08,1.17e+08,1.08e+08,63500000,73600000,5.7e+07,93800000,59500000,72900000,78200000,69400000,1.12e+08,1.06e+08,5.4e+07,99700000
"DG(38:2)",522600000,1053200000,7.24e+08,1.189e+09,6.67e+08,1.363e+09,9.97e+08,395500000,165800000,4.44e+08,265600000,347500000,291400000,280900000,349600000,429800000,973200000,8.03e+08,9e+08,1129200000
"DG(38:3)",7.21e+08,2.301e+09,1.232e+09,1.719e+09,8.9e+08,2.304e+09,1.318e+09,5.98e+08,208800000,4.89e+08,4.22e+08,5.49e+08,4.46e+08,4.46e+08,5.82e+08,7.82e+08,2.328e+09,1.084e+09,2.166e+09,2.72e+09
"DG(38:4)",7.297e+09,6.544e+09,6.025e+09,7.747e+09,7.546e+09,7.087e+09,6.123e+09,4.585e+09,4.32e+09,4.338e+09,3.846e+09,8.108e+09,4.892e+09,7.014e+09,7.555e+09,6.735e+09,7.691e+09,6.108e+09,6.65e+09,6.518e+09
"DG(38:5)",2237400000,5974200000,3311900000,4.742e+09,4620400000,4.489e+09,3944700000,2122900000,1265200000,2148410505.942,1829800000,1874200000,2220600000,1637400000,1964100000,2473700000,5632800000,4979600000,6.403e+09,7.722e+09
"DG(38:6)",3.641e+09,1.0951e+10,6.443e+09,8.239e+09,7.192e+09,7.528e+09,6.809e+09,2.489e+09,2.208e+09,3.074e+09,2.744e+09,4e+09,3.538e+09,3.579e+09,4.318e+09,4.549e+09,8.785e+09,9.437e+09,1.0658e+10,1.131e+10
"DG(40:2)",39800000,16100000,47800000,37900000,43400000,57400000,31700000,61300000,42700000,69800000,28500000,39600000,30600000,13500000,25900000,23200000,26800000,29600000,3627074.12,4.3e+07
"DG(40:3)",155400000,3.58e+08,2.93e+08,3.48e+08,4.36e+08,5.4e+08,3.77e+08,1.3e+08,43529243.737,115400000,53900000,89500000,83600000,87700000,85400000,129600000,4.55e+08,3.11e+08,304700000,5.67e+08
"DG(40:4)",123700000,393800000,213900000,300400000,265883173.05,3.31e+08,2.64e+08,80500000,24759222.397,84300000,55400000,86300000,51900000,89300000,103900000,117200000,387300000,314800000,466700000,482400000
"DG(40:5)",6.16e+08,1.411e+09,9.2e+08,1.176e+09,1.232e+09,1.29e+09,1.086e+09,4.36e+08,211800000,5.04e+08,3.9e+08,5.62e+08,4.17e+08,4.97e+08,5.48e+08,6.31e+08,1.211e+09,1.118e+09,1.157e+09,1.488e+09
"DG(40:6)",2.555e+09,5.713e+09,4.417e+09,5.272e+09,5.367e+09,5.182e+09,4.514e+09,1.463e+09,9.62e+08,1.603e+09,1.404e+09,2.79e+09,1.499e+09,2.419e+09,2.96e+09,3.425e+09,5.685e+09,5.154e+09,4.546e+09,5.34e+09
"DG(40:7)",2244100000,4610400000,3.912e+09,5.693e+09,4.718e+09,5.126e+09,4.197e+09,1569500000,859100000,1408500000,1.292e+09,1551407990.045,1525800000,1797039950.225,2434600000,4.021e+09,4.481e+09,4.111e+09,5358299562.91,6.046e+09
"DG(40:8)",4.18e+09,7.89e+09,7.58e+09,1.08e+10,9.65e+09,8.52e+09,8.42e+09,3.38e+09,2.02e+09,2.76e+09,2.55e+09,3.03e+09,2.8e+09,3.9e+09,4.95e+09,9.66e+09,9.81e+09,8.18e+09,1.04e+10,1.09e+10
"DG(40:9)",39300000,1.81e+08,91200000,1.81e+08,1.39e+08,1.35e+08,1.33e+08,67100000,13800000,46900000,32100000,13400000,56100000,27800000,31500000,80700000,2.22e+08,1.77e+08,2.67e+08,2.76e+08
"DG(42:3)",28800000,19200000,22900000,19900000,11500000,35700000,18500000,40900000,7410257.026,35600000,25200000,16500000,12300000,8170004.861,9006202.641,4487805.408,23400000,10700000,11200000,17300000
"DG(42:6)",30300000,29200000,51100000,31800000,16400000,65400000,27100000,2.8e+07,8323433.535,16400000,2.6e+07,2.3e+07,9663000.61,10300000,18300000,32300000,52100000,38400000,26900000,36100000
"DG(42:7)",133100000,901400000,413400000,588500000,634100000,716100000,5.57e+08,118200000,50831753.43,140900000,78893979.743,89300000,118100000,91300000,103800000,183900000,727400000,702800000,1062500000,1032400000
"DG(50:0)",1.39e+08,4029800.735,43600000,33200000,16300000,11300000,4.2e+07,98600000,1.22e+08,1.37e+08,1.14e+08,1.24e+08,71400000,1.28e+08,1.1e+08,86200000,18700000,14400000,4729321.935,805960.147
"DG(50:1)",9.7e+07,9270891.816,21800000,16800000,1e+07,1.4e+07,28100000,55500000,95400000,68100000,66600000,84100000,3.5e+07,91100000,76800000,47900000,5714776.776,9245331.029,6500245.668,4927173.955
"FA(22:5)",7.74e+08,1.31e+09,7.73e+08,1.05e+09,1.17e+09,1.53e+09,7.6e+08,7.98e+08,1.59e+08,7.49e+08,5.69e+08,8.13e+08,5.73e+08,3.47e+08,4.04e+08,6.32e+08,1.76e+09,9.65e+08,1.05e+09,1.61e+09
"FA(22:6)",8.33e+08,1.33e+09,1.1e+09,1.7e+09,1.53e+09,1.38e+09,1.18e+09,8.26e+08,5.91e+08,8.39e+08,7.52e+08,7.12e+08,8.31e+08,6.42e+08,1.02e+09,1.51e+09,1.72e+09,1.24e+09,1.72e+09,1.89e+09
"Hex1Cer(32:0)",11600000,21500000,2.6e+07,20400000,20700000,17800000,20500000,7592606.06,6043341.353,3693332.094,8474799.995,14900000,10500000,24300000,21600000,27100000,2.2e+07,20400000,2.6e+07,20300000
"Hex1Cer(34:0)",318200000,169300000,182700000,210600000,236500000,176700000,215500000,1.35e+08,126400000,1.23e+08,136500000,293400000,133800000,248300000,240800000,220600000,125600000,155200000,127400000,143600000
"Hex1Cer(34:1)",3.337e+09,3330800000,2.863e+09,2767700000,2851400000,2.9e+09,2961600000,2927600000,2859500000,3091700000,3090200000,3.36e+09,3033200000,3.437e+09,3.51e+09,3.42e+09,3.01e+09,3026700000,3142800000,3030200000
"Hex1Cer(34:2)",4873306.776,146095.0052,3210445.564,3517966.388,2479880.963,2667114.546,2067149.242,146095.0052,146095.0052,146095.0052,146095.0052,5196415.85,146095.0052,5226838.404,9978895.491,9899432.408,730475.026,146095.0052,894894.697,1695359.799
"Hex1Cer(34:3)",2188680.509,2852006.2,5288783.868,4726629.571,2646515.443,4354686.956,8028128.74,3265996.2,6081292.392,3431773.436,5723343.12,5231003.082,5104027.88,4543541.792,7054124.753,1e+07,5383085.501,922830.95,4754866.327,3591089.48
"Hex1Cer(34:4)",6122023.836,14400000,26600000,37100000,38700000,14700000,18800000,26600000,16300000,35500000,28300000,31900000,23100000,20300000,24600000,27300000,19900000,1.8e+07,5e+07,44900000
"Hex1Cer(36:0)",42900000,37600000,44900000,49500000,25854948.474,39900000,43300000,6282485.408,8883042.105,6814392.472,10544490.2,50600000,10381410.233,71500000,88700000,65100000,40600000,23214987.066,40900000,46100000
"Hex1Cer(36:1)",56100000,54200000,7e+07,86300000,16007126.029,45800000,76600000,2815444.211,2815444.211,2815444.211,2815444.211,56800000,2815444.211,119200000,155400000,120300000,41700000,26922272.578,47600000,53800000
"Hex1Cer(36:4)",1.89e+09,1.69e+09,1.43e+09,1.68e+09,1.66e+09,1.4e+09,1.73e+09,1.76e+09,1.63e+09,1.98e+09,1.75e+09,1.96e+09,1.82e+09,1.9e+09,1.75e+09,1.68e+09,1.79e+09,1.78e+09,1.69e+09,1.82e+09
"Hex1Cer(36:5)",6.59e+09,5.31e+09,4.75e+09,5.34e+09,5.28e+09,5.11e+09,5.54e+09,1.09e+10,9.86e+09,1.02e+10,9.37e+09,6.88e+09,9.9e+09,6.44e+09,6.11e+09,4.91e+09,5.5e+09,4.91e+09,6.35e+09,5.5e+09
"Hex1Cer(36:7)",70100000,56500000,63700000,69800000,61400000,57400000,64700000,1.32e+08,1.16e+08,1.28e+08,1.21e+08,67400000,1.45e+08,72400000,70600000,70200000,76800000,83200000,8.3e+07,77200000
"Hex1Cer(38:0)",5.12e+08,3.76e+08,7.8e+08,6.93e+08,3.5e+08,7.98e+08,5.99e+08,90600000,47500000,112300000,117800000,7.52e+08,86900000,5.73e+08,6.79e+08,6.66e+08,4.13e+08,3.29e+08,3.4e+08,4.12e+08
"Hex1Cer(38:1)",8.24e+08,4.93e+08,9e+08,8.5e+08,5.35e+08,9.24e+08,7.79e+08,169900000,114900000,180600000,196200000,1.092e+09,1.63e+08,8.55e+08,9.5e+08,9.43e+08,5.15e+08,425700000,4.42e+08,5.23e+08
"Hex1Cer(38:2)",56500000,40956506.753,50300000,29026600.877,21683521.721,64500000,37900000,39776873.205,37476873.205,34176873.205,38376873.205,69900000,38776873.205,56500000,70300000,49200000,51572075.963,44642583.97,36076873.205,44384366.025
"Hex1Cer(38:3)",3.8e+08,4.44e+08,3.52e+08,4.42e+08,4.28e+08,3.9e+08,3.55e+08,5.35e+08,4.91e+08,4.66e+08,4.39e+08,3.9e+08,5.59e+08,3.76e+08,3.26e+08,3.03e+08,4.76e+08,4.29e+08,4.05e+08,4.51e+08
"Hex1Cer(38:4)",1486500000,1664600000,1493700000,1742800000,1619900000,1588300000,1695200000,2185500000,2.209e+09,2478600000,2126800000,1709700000,2387500000,1545300000,1.463e+09,1358600000,1.376e+09,1.58e+09,1696600000,1694300000
"Hex1Cer(38:5)",4.23e+08,4.29e+08,3.56e+08,4.18e+08,3.9e+08,3.9e+08,3.81e+08,5.15e+08,4.51e+08,5.25e+08,4.96e+08,3.77e+08,5.86e+08,3.44e+08,3.37e+08,3.24e+08,3.88e+08,3.67e+08,4.17e+08,4.04e+08
"Hex1Cer(38:7)",2945200000,3421900000,3187700000,2812400000,2520100000,3230300000,2.581e+09,3370800000,3334500000,3634500000,3536600000,2.89e+09,3135700000,2774700000,2685500000,2634100000,2712500000,2416400000,2757500000,2.866e+09
"Hex1Cer(40:0)",2.063e+09,1.809e+09,2.97e+09,2.305e+09,1.701e+09,2.93e+09,2.42e+09,4.95e+08,2.96e+08,5.78e+08,6.89e+08,2.43e+09,4.83e+08,2.036e+09,2.059e+09,2.014e+09,1.805e+09,1.495e+09,1.302e+09,1.484e+09
"Hex1Cer(40:1)",2.49e+09,2.117e+09,3.71e+09,3.054e+09,2.231e+09,3.894e+09,2.906e+09,557700000,336900000,658700000,757400000,3.152e+09,547600000,2.821e+09,2.875e+09,2.912e+09,2.203e+09,1.899e+09,1.458e+09,1.939e+09
"Hex1Cer(40:2)",5.62e+08,9.06e+08,1.233e+09,1.354e+09,1.316e+09,1.51e+09,1.171e+09,126300000,7.6e+07,122300000,122700000,9.33e+08,142500000,9.3e+08,1.075e+09,1.01e+09,7.09e+08,6.75e+08,9.13e+08,1.177e+09
"Hex1Cer(40:4)",157725949.733,194548745.626,169700000,181800000,178700000,167900000,179500000,224091996.663,204688723.756,249363281.803,204693529.371,163100000,219713037.783,172800000,160200000,1.49e+08,180069789.942,183700000,168800000,167981079.99
"Hex1Cer(40:5)",85600000,1.23e+08,1.52e+08,1.4e+08,9216886.065,1.26e+08,1.28e+08,68100000,1.24e+08,1.11e+08,1.01e+08,1.03e+08,1.28e+08,1.13e+08,98500000,1.16e+08,1.07e+08,92400000,76200000,1.19e+08
"Hex1Cer(40:6)",35400000,37200000,43900000,42500000,42800000,30700000,34500000,19600000,23600000,20400000,25100000,56800000,21400000,40100000,53600000,56100000,36500000,42600000,24500000,30800000
"Hex1Cer(40:7)",3.78e+08,3.33e+08,3.06e+08,3.93e+08,3.27e+08,3.39e+08,3.13e+08,5.26e+08,5.05e+08,5.04e+08,4.9e+08,4.07e+08,5.63e+08,3.33e+08,3.76e+08,3.57e+08,3.53e+08,3.31e+08,3.53e+08,3.51e+08
