"","Count (COLD1)","Count (COLD2)","Count (COLD3)","Count (COLD4)","Count (RT1)","Count (RT2)","Count (RT3)","Count (RT4)","Count (RT5)"
"Cox6a1",33335.7493263314,39882.7921675056,64141.5992410928,29474.1236660371,25295.5103360091,75989.2373798808,32224.5272156349,15105.668478994,9578.76914386349
"Rps6",28013.8323033875,19029.3587978614,19384.2130506363,11796.0561642098,28220.5153828959,11274.8317594638,15594.889486652,64808.4355091535,25151.3632194204
"Acadl",22256.2553552049,25202.0712109658,11872.9325648057,37806.1446086942,3700.28248004813,4287.44887050526,17253.227729328,11239.2733902719,9153.11613714145
"Ccl21a",15339.6431837794,16470.2467648165,13753.3773766024,49.7071380643732,32963.8794632055,514.204171969381,554.207047009989,8413.12992597034,8907.9715351219
"Aoc3",20723.6805712977,22899.8217239887,13950.5207842908,36209.9931752938,10570.4493037477,30429.2992809373,48675.9963730907,15787.5268430303,24576.7316603456
"mt-Nd1",7515.74674028092,970.870325195453,0,606350.866773655,1283.79273878324,1798.99037066471,69849.7892556871,2011684.14976971,199180.383264037
"Rpl7",19298.1816789595,5753.62089057295,397.786402495456,13665.0445554303,1127.48680467814,605.457306713243,13206.7453644513,50049.0113664629,17923.1445682331
"Pfkl",15081.353246865,22502.7612970263,49753.6300669609,12989.0274777548,17462.4989582221,21263.4288577761,7415.41021014757,6120.02050571489,2812.46282960047
"Lrg1",8678.86882961423,14522.9983405333,21675.2760843638,6033.34195794681,20769.932523886,85237.6701630483,14371.6937167444,6009.16157347737,5274.94429811838
"Crat",21476.4813051529,30890.6002282663,29770.9876190221,18033.7496897546,13313.0974275119,34516.8603324799,16442.9033607477,10830.7658180542,5665.12622094692
"Rpl17",25149.7565472217,12583.7612237298,5388.19763380208,11274.6835160679,14640.6558278446,3290.90670060404,11882.4731933888,77649.848262584,26064.1524449465
"Acp5",18852.7132751038,24764.954246605,32275.525466992,11949.5959906753,24249.3026170656,54242.0220617166,19060.6108347238,6815.54640934204,10503.3820640208
"Slc25a10",22482.6677366141,41849.5681537706,51181.4616114021,23229.8025220838,28466.4367192213,65228.6097923863,16145.6702149788,18911.318947312,6398.19528807933
"Gnai2",18490.6169394927,23023.4962832065,32175.2039695884,9082.04642589504,37322.7309456164,41333.3246516007,13877.4472466906,15187.6737165396,11409.0770727683
"Cox8b",12819.681552427,31579.57267152,50256.4040830183,18038.168102027,5425.89999256846,15407.2951471502,5833.30755817315,5743.40385920936,1194.19315774796
"Mgst1",19512.3334620975,19767.9012061457,5331.03771086285,26625.3523534145,6878.50314018522,6587.60725103308,21638.0590641721,8785.19072594556,12326.5957761469
"Plin2",30505.185872107,25038.3401143496,21849.0889112607,36699.3323344608,7812.17058657303,9093.44730034866,13597.3456943378,14571.1158194378,7587.65896797482
"Col6a2",10989.5829171372,14649.1764333385,21615.7831033454,12077.7299465746,17246.796769157,66257.0181363251,26689.3093829015,7128.38120442325,7072.1458820559
"H2-Q7",13701.6272547394,13790.4644128588,24737.4148132511,3439.73395405463,47433.6408030952,15825.9007970069,6427.77384971091,6747.20871138741,10135.2710378371
"Sparc",54656.1123468303,57022.9845203116,70354.5329058752,100345.456515152,54999.8900533428,163576.313646969,153255.808381514,56544.1299031732,50076.4997482311
"Rpl32",27565.0944066595,29331.3995100308,11931.2590167845,10039.7372859353,29650.1936601773,10007.4271102435,12750.188399913,39257.7295516714,16880.2947017641
"Igfbp7",14375.1427864405,20260.0959094294,27115.9675249468,13182.3330146718,30124.3216602961,59537.6008017731,20279.5237062774,14442.0335010791,13378.1163520121
"Tspo",10835.0993789194,21599.9870854083,34850.0550573365,16433.1798440818,25402.8404107613,77146.5588824259,15084.368002853,9587.01971527992,9141.29244251028
"Rac2",16210.9630342568,17405.5669130708,21887.5843695667,594.276450636285,36350.5080354827,3928.23018135482,2482.3678859891,10729.0185788773,8942.65437270666
"Rpl11",16613.9280307722,22943.3832084095,26118.5851961093,11265.8466915232,33663.0880084356,24490.6032103051,10334.6337282466,29732.9730723057,14666.1108205007
"Coro1b",13544.6915968673,22723.5729594354,23187.0977196545,8379.51887458523,24805.7517424798,28798.3305551978,9528.59225802028,10331.1413152304,6834.09549681505
"S100a11",13015.033751549,4320.59826514263,571.599229392297,17639.4063944439,1075.38482664311,1716.42801065836,15791.9028109369,19069.2549603627,7767.37912636857
"Nat8l",12908.7752331981,19905.5955534529,21113.0090872881,11864.5415544318,11843.821646924,22361.3633996149,12305.6235507659,5624.95184942133,4623.06460078665
"Sod3",13050.9981731447,19725.8418418773,24648.7586062433,10592.0388199839,10804.9082049054,51931.724443995,18683.7157795701,5867.9303310378,6364.30069680331
"Rpl27",10753.362057111,16151.7972924987,19747.0035819445,6678.43014971557,26213.5471889864,15778.1015359506,7023.95330059028,33321.4615226789,9108.97434385176
"Cebpa",30559.9498777187,38946.9713125338,40330.4084852651,34554.1931762161,26430.2914176122,83125.8119018333,33071.6845100598,17593.1606845427,20931.0924824022
"Grn",10477.9072826168,13918.1446258164,17882.8901767019,3900.35343345115,16525.7053931522,17998.5944813846,7304.05485294309,2403.96835249297,2753.34435644463
"Hspa9",14244.3630715471,3836.91557605609,3128.63088414314,31188.467627724,984.727384862147,989.299857619964,12583.1553641062,10402.5162442052,11544.6554378723
"Rpl15",14850.0366261472,21368.6605819321,25866.6149235608,8625.8453587709,28572.7247544128,21983.3146985332,9191.09986772363,22636.4827935946,7618.40057401586
"Unc93b1",11829.0252121094,15391.2237886452,22015.90256392,2254.49486198635,32883.6424170315,20349.4490478812,6662.47667951112,6745.6900958773,5330.90978603924
"Serpina3n",14868.8362101632,17902.7686835294,6558.22626049693,7903.43495223535,16573.6392129444,23353.5601821474,14393.1082085145,4441.95036705113,5093.64764710713
"Eif4g2",7590.94507634463,3003.2388914504,1105.86952951816,23040.9153974391,1256.69971020503,750.303552338421,9071.17871381111,15924.2022389395,21405.6167602664
"Gm29216",7013.06221115936,531.750533964709,2077.58821948506,409527.169084758,1726.65955208103,4380.15046770538,280957.27544394,1603373.99756833,208674.810052865
"Rps13",12739.5789770548,17450.6305176441,32240.5295958047,5958.22894931621,38784.7124492795,19880.1472120556,8106.67000448615,21441.3323871435,11003.9184700736
"Rps7",19618.5919804484,17721.0121450838,17291.4599536368,11546.4158708199,28212.1790664103,11286.4194591138,10008.2768736703,63610.2478716823,25524.9919697653
"Igha",21653.033920259,23709.9651928728,6673.71263541496,180.050300099841,25525.801078924,2902.71876232856,445.42142881792,7245.31459870117,243.568109402059
"Rpl27a",20352.5931302876,18409.9845883375,26780.0071615489,10039.7372859353,35378.2851253489,24358.7931267861,12040.0838528167,47409.657609904,18992.0065628906
"Serf2",11272.3940505943,18953.7520835218,29369.7016294079,7416.30499920449,25182.9700634534,48440.9299244282,11483.3070667943,11874.054673495,5535.06558000407
"Sdhb",15098.5180844447,25205.0754512707,30946.8488909148,19232.2440186401,11686.4736732582,23903.9759155231,9977.44000552142,8760.89287778392,6219.26337599432
"Lman2",13163.7956772403,19492.5125115312,23996.6688731203,9797.82921402201,17440.6161274474,26123.0203985008,11571.5347728871,4738.0803915212,5937.85944377252
"Fabp5",33477.1548930599,34078.5998984671,8033.88549556071,43704.7249923331,9282.4884067217,5102.93323337501,14696.337411979,12340.2696350966,6027.7195229694
"Ywhag",18137.5117092804,25681.7482463125,29506.1855270383,26573.4360092139,16181.8323381209,36027.6066743505,20219.5631293212,12574.1364236524,13937.7712312207
"Rab1b",12966.8087316821,22683.5164220369,29487.5210624051,9572.49018813019,15642.055845678,34962.9867690054,10648.9984674315,6704.68747710452,4169.82297325855
"Ces1d",25352.4651053065,25907.5669758964,18153.5249138835,38639.0153220395,10239.0807234449,19515.1346730802,35641.4235224709,5269.59582005724,24415.141167053
"Sdhc",13373.8605942878,22810.1952215596,20919.3652667185,15622.4011920985,9991.07530799816,19675.9140057241,9777.85694222415,7123.82535789294,5178.77824845154
"Adipor2",21988.1569396734,16902.85736872,10279.4538967447,32221.2714963948,9327.29610783183,12298.8947160338,32463.5129437892,6962.85211382202,15764.9261748905
"Sod1",31136.1979964678,32805.3027159132,34587.5860234319,24920.9498193405,21913.0499219747,41720.0641274199,34264.0434118185,19088.9969619941,13069.912045293
"Cdc42",6659.95698094714,1281.30849003361,344.126066674954,19807.7422171187,614.803340813404,446.126436525547,9428.37243653625,13453.414804002,15674.2778493849
"Rpl3",26912.8305786286,25939.6122058152,28927.5871234085,11993.7801133992,39920.5355704432,19743.991741168,15061.2403517413,35945.6291241368,21381.1811246953
"Pltp",7785.47990224859,14662.194807993,20557.7412644499,4756.42081122647,17628.1832483735,56197.4463776565,12665.3870125034,6475.37653507898,2771.47402154576
"Pnpla3",21185.4964395151,31672.2034142539,25492.1591018569,26229.9044550357,15215.8616653514,46935.9774323826,27606.7062103322,7711.52956030278,13087.2534640854
"Ndufb7",8826.8133820874,18515.1329990085,29725.4929864786,9228.95863395196,12341.9165569389,24141.5237583484,4999.85553848116,14158.0524006898,2835.32197255406
"Adrb3",9927.81510684634,13006.3576932837,31457.7886102491,10618.5492936182,33277.5333709764,63825.0496722783,27915.0748918216,6848.9559505643,12873.6387144156
"Plvap",8965.76682916166,11629.9149269287,15167.2105725687,1609.4066702176,17751.1439165362,27700.396013359,5910.39972854548,3111.64318020094,2818.76880007043
"Ly6e",32014.0568326898,29184.1917350914,25881.7798010753,10431.8713751098,45346.4355630117,43422.0075135158,23147.3524441282,24045.7579869701,16162.2023144978
"Trf",35929.2745473114,28306.9535660648,20709.3900395948,38589.3081839751,34403.9781360938,47457.4239166332,73915.9729529923,31225.7721187369,27004.5302912788
"Rps21",7416.84458089278,12429.0428480282,21340.4822500055,6361.40906917168,22632.0572188582,17416.3125739714,4548.43805196761,21603.8242467246,12225.7002486276
"Idh3a",17774.5980004512,20067.8245299167,15217.3713212704,36996.470559779,3490.83252834729,4426.50126630543,11743.7072867186,8852.00980839009,6882.17852164847
"Tmem120a",12594.0865442358,18623.7863567018,22595.6674965894,16359.1714385193,12078.2805480816,22396.126498565,12239.666916114,5146.5879637389,3926.25486385649
"Esyt1",11522.5102553279,17172.2375827247,17893.3889380581,5373.8939262928,21343.0542822714,40359.9578809995,14359.7016013531,4273.3840454297,8334.12822235589
"Lamp1",33521.2930468364,38362.1458665162,38728.7641139271,32348.300849226,29192.7382930297,45655.536621056,30914.8168989761,10981.1087535544,18173.0186481051
"Shisa5",18033.7053105838,11394.0820629952,18179.1885527542,3191.19826373276,17985.6028176938,11764.4120696769,5753.64564878841,11430.6189445449,12557.5519446091
"Rpl9",10318.5195050904,7591.71525044531,1565.48197111115,14540.9947884313,5390.47064750464,1630.9687257395,8556.37433165809,25901.5061403159,20917.6922951535
"Rpl21",25398.2380055192,15191.4418083703,8576.32149896361,9795.62000788582,21081.5023525356,7888.32653674718,14869.3665054813,76346.8761549157,18459.1520581793
"Nnat",2996.49021749536,8801.42267987915,3370.1023953354,1656.90460214577,8236.28068777821,78984.6577394094,24500.748323998,2387.26358188184,15504.0166466961
"Ptms",8414.85728017315,11441.6492011559,45384.9788137484,9876.25603185691,24914.1238567927,30261.2776360121,12542.8961195785,23040.434519282,6732.41172298701
"Dcn",11722.7666937585,5748.11311668066,617.093861935766,12794.6173377697,1467.19170146656,1900.38274260233,24684.9129532208,11523.2544906612,15247.0483500454
"Bscl2",15890.552732768,25035.3358740447,29854.9777098716,14367.5721067401,18208.5992836838,44757.4898981799,14366.5542387195,10124.6096058564,5344.30997328789
"Slc25a5",21109.4807302333,32732.7002418785,35416.9881705705,19289.6833781811,18077.3022990355,20978.0817538945,13546.8074937604,7116.23228034242,7710.62539213897
"Tubb4b",14409.4724616,23081.5782624342,21697.4401361158,9863.00079503975,15379.4618763814,18535.974052654,8671.15600754578,8103.33236190934,4372.40227460589
"Cluh",18957.3370470185,26535.4531996174,26657.5216123934,12848.7428881064,9175.15833196953,21987.660085902,13526.2495816611,7792.01618233824,6287.84080485509
"Sdhd",14474.8623190467,19456.96233459,27591.9113730939,18098.9212707723,6540.8823225182,11558.7304008892,8086.96867205766,5831.48355879533,4858.75024710127
"C1qc",7647.34382839242,14071.3608813656,22115.057532284,2990.16050533907,32559.5681136536,48766.8339770848,8991.51680442636,5538.39076534546,3279.89289068598
"Rpl31",17754.1636699991,20045.7934343476,7290.80649735073,7682.51433861591,22054.76730223,5082.65475898749,9514.03040361662,42323.8142665692,12880.7329311943
"Rps15a",20505.4419220693,9269.58346072378,970.552160927329,5088.90633472372,2803.08641828484,635.87501829453,8389.34129585137,19816.4137913334,12695.4950486394
"Cd52",7827.98330958895,6115.13114059416,7120.49325757262,513.64042666519,15117.9099466455,1273.19849904531,1542.69998711745,15816.3805377222,8564.29614450929
"Gpi1",22863.5636562412,28417.6097506281,37111.9548650746,21233.7847780322,27898.5251586394,34522.6541823049,10881.9881378901,20908.2983430974,7484.39870152929
"Anxa2",17193.4456423936,12578.2534498375,10754.2312158522,25842.1887781336,9174.11629240883,14772.8685913119,27457.6613476124,20285.6659839552,9108.18609754301
"Rps10",20254.5083441176,25752.8486001948,28220.6705254254,6983.30059651039,45423.5464905035,26188.2012090321,9711.90030757227,30666.921611019,12407.7851459476
"Glul",47237.6330195014,71870.94152049,49982.2697587179,64013.957002368,30856.8754714687,32447.0074824961,31704.5833554571,26976.6859214688,28628.3176872925
"Rpl30",11391.7305404345,6328.9329089585,852.732727930141,7421.82801454497,1981.9592444527,1142.83687798265,8839.04562302331,29196.9017972393,14454.8608097571
"Ywhab",16090.8091711985,11044.0880674761,6569.89155089269,32762.5269997625,4485.98030881645,7175.68300827131,22775.5968669994,12009.2114538941,18325.9384320015
"Cpt2",11427.6949620302,17635.892003112,21214.4971137313,11982.7340827182,5789.571799253,15237.8250397687,8643.74545808007,5997.01264939655,3450.94233968354
"Tns1",19457.5694564858,30881.0868006341,24925.2259886229,20533.4664328585,17050.8933317453,37710.720048515,27014.8096578069,13855.8479141793,15105.9522607801
"Ptrf",17924.9946725786,17064.5856384663,22488.3468249484,35526.2438761416,16171.4119425139,47835.4726177149,36799.5192373974,27552.2411997978,20291.8247260104
"Aacs",13379.5822068144,19020.8467836642,35953.5915287755,13606.5005928211,14413.4912036119,31822.7201638516,9838.67409885122,4095.70603074766,7091.06379346577
"Tgm2",11882.1544712848,17287.9008344628,16297.5772119179,8145.34302414863,17489.5919868003,20400.14523385,11098.7027946034,5535.35353432525,4719.23065045348
"Dpt",9226.5088857304,14623.1396840295,7504.28131159316,21207.2743043978,5751.01633550708,17931.965208397,27926.210427542,13274.2181738099,16297.7806796018
"Agpat3",11045.1642959669,16281.9810390437,21472.3000314776,8898.68231659091,10896.6076862471,20226.3297390998,9170.54195562434,4520.91837357648,4757.06647327322
"Cebpb",8698.48578684824,14077.3693619753,23792.5262911945,12013.662968625,8632.25572084447,21977.5208487082,8160.63452374678,2675.8005288014,2808.52159805675
"Scp2",25499.5922845616,17352.4920010179,11984.919352605,37269.307517599,6247.0271664006,8635.7331641731,18421.6024003042,15943.9442405709,18959.6884642321
"Sod2",12508.262356337,17204.2828126435,21607.6174000684,16560.209196913,5299.81320572368,11842.6290423145,7452.24313599213,5831.48355879533,4195.83510144712
"Myl12b",12526.2445671349,18378.9407718537,16707.0289048091,5054.66363961271,22875.8944760621,21022.9840900383,8495.55717503103,11520.217259641,7165.9471927965
"Ddx5",10523.6801828295,5205.34703493137,6601.38783496124,24601.7195326605,6461.68731590495,3224.27742761646,16143.1004759664,12443.5354897836,41416.8258003637
"Uqcr10",13060.8066517617,28213.3214098959,47820.6914483833,17136.8119984597,15484.7078720122,32646.8953014588,10167.6006924398,12317.490402445,3939.65505110515
