gene_symbol,I1_0,I2_0,I3_0,I1_2,I2_2,I3_2,I1_7,I2_7,I3_7
Med24,17.11,18.15,16.76,19.4,18.72,18.24,12.08,11.83,12.82
Arhgap4,0.07,0.03,0.05,0.09,0.18,0.21,0.14,0.04,0.15
Afp,0.11,0.03,0.03,0,0,0,0,0,0
L3hypdh,9.48,7.93,8.91,9.05,9.18,7.4,13.78,13.49,13.49
Wdr75,26.21,26.59,27.71,26.95,26.45,27.91,12.64,11.74,12.58
Nedd1,10.09,11.06,10.52,9.44,8.79,9.07,5.06,5.55,5.49
Gm8210,0.32,0.09,0.19,0.17,0.24,0.61,0,0.1,0.12
Atp23,2.55,2.35,1.31,2.45,3.44,2.77,2.64,2.61,1.77
Eda2r,12.69,14.45,13.51,11.18,10.56,9.68,13.06,12.61,13.06
Sppl2b,10.72,11.19,8.97,19.28,17.92,18.59,11.16,11.13,12.3
Birc6,18.58,19.66,19.17,20.32,17.16,16.06,12.2,11.99,12.9
Gtf3a,27.25,25.85,25.26,27.13,28.72,30.66,21.59,20.91,19.34
Klhdc3,34.64,32.93,31.12,31.7,33.44,32.34,28.07,24.82,25.42
Sort1,1.69,1.81,1.61,5.05,4.52,3.74,4.37,5.76,5.25
Zfp14,0.98,1,1.41,1.55,1.26,1.39,2.06,2.31,2.73
Hepacam,0.06,0.04,0.02,0.04,0.06,0,0.02,0.02,0
Nobox,0,0,0,0,0.03,0,0,0,0
Laptm4a,214.64,225.09,201.51,321.43,313.46,317.59,409.24,376.02,372.06
Dgkq,2.96,2.86,3.46,3.59,3.04,3.41,3.23,3.26,3.4
Nat8f1,0.57,0.61,0.52,2.05,1.16,1.29,0.95,1.09,0.85
Pmpca,37.35,40.14,37.62,36.35,35.25,35.54,21.56,20.39,21.36
Xkrx,0.44,0.26,0.41,0.24,0.18,0.06,0.24,0.17,0.19
Plch2,0.06,0.03,0.07,0.01,0.01,0.02,0.2,0.11,0.1
Slc4a8,0.25,0.26,0.33,0.14,0.15,0.14,0.13,0.15,0.1
Spata2l,1.1,0.85,0.91,1.89,2.12,1.95,2.42,2.3,2.77
Cygb,26.59,25.88,23.38,27.91,34.94,29.74,117.85,135.84,127.45
Pip4p2,27.14,30.24,29.07,23.47,23.81,23.47,22.48,23.47,22.36
Rhox5,0.08,0.18,0.34,0,0,0,0,0.08,0
Ppp1r36,0.61,0.4,0.26,0.61,0.39,0.47,0.21,0.34,0.14
Vwa5b2,0.01,0.03,0.03,0,0.03,0.01,0.01,0.01,0.01
Brpf1,7.33,8.09,8.58,7.2,7.77,6.61,5.78,5.99,5.73
Zfp972,2.29,3.06,2.73,5.41,4.85,4.87,5.04,5.54,6.39
Atp8a1,0.18,0.23,0.21,0.88,0.69,0.99,0.47,0.44,0.64
Zfp579,4.91,5.18,4.41,5.16,5.19,4.55,6.56,5.58,5.68
Ipo5,89.35,93.6,95.52,72.18,74.37,75.84,42.89,43.32,41.21
Pskh1,12.74,12.4,12.04,18.62,19.24,18.3,17.84,17.96,16.54
Cwc22,9.52,10.6,10.22,9.15,9.27,8.24,7.12,7.3,6.8
Tbcel,7.23,7.15,7.07,9.79,10.08,10.02,11.49,11.43,10.57
Iqsec1,15.29,15.73,15.49,10.7,10.18,9.76,17.04,19.03,18.18
Inka1,5.44,4.23,3.85,2.31,2.81,1.88,3.77,3.44,3.69
Dync1li1,34.78,35.42,34.98,27.28,26.88,26.63,21.4,22.77,23.12
Aacs,26.43,29.11,27.88,32.99,33.14,32.03,31.58,31.33,33.96
Npc1,16.64,16.84,15.76,19.57,20.25,19.94,17.36,17.57,17.89
Fads2,79.53,85.83,76.9,67.1,75.06,69.81,74.47,77.4,74.67
Ubxn7,7.17,7.57,5.91,6.5,6.56,7.41,6.8,7.46,7.69
Lat2,0.26,0.36,0.44,0.26,0.13,0.23,0.21,0.45,0.23
BC016579,0.03,0.06,0.14,0.03,0.08,0,0.03,0.03,0.05
Fmnl3,14.82,14.24,14.15,6.5,6.34,7.32,6.67,6.41,6.68
Tmed10,78.52,81.18,75.04,86.48,91.49,95.27,82.73,89.38,87.23
Gm13304,0,0,0,0,0,0,0.08,0,0
Lemd2,18.69,17.17,17.59,14.12,16.07,16.08,16.24,16.27,16.54
Frg2f6,0,0,0,0.07,0,0,0,0,0
C9orf72,3.62,4.39,3.99,8.21,6.99,6.81,5.18,5.14,5.91
Cxcl14,86.33,82.24,89.53,104.95,129.1,135,98,109.58,96.76
Tnni2,0,0,0,0.03,0.21,0,0.1,0.11,0.12
Glb1,27.52,27.03,24.63,54.84,56.87,54.94,50.45,49.38,47.57
Tradd,6.83,5.23,5.89,6.94,8.56,8.86,8.73,6.05,8.1
Mettl9,57.71,65.81,59.28,67.75,70.55,75.25,58.79,53.67,54.1
Myoz2,0,0,0.07,0.13,0,0,0.06,0,0
Duxbl2,0.42,0.58,0.32,0,0.14,0.3,0.26,0.36,0.37
Rab21,39.68,41.24,42.08,30.25,26.52,30.33,40.56,39,36.91
Uqcrq,45.82,39.01,40,39.51,38.72,40.2,34.62,28.14,30.39
Ada,11.26,13.05,12.06,5.98,6.57,6.43,6.93,5.75,5.43
Bnc1,0.05,0.12,0.14,0.01,0.02,0.01,0,0.04,0
Actr6,3.44,3.64,2.57,4.13,3.56,5.03,2.54,2.42,2.54
Zfp61,2.71,3.26,2.5,3.22,2.96,2.93,3.38,3.06,3.03
5031439G07Rik,15.87,16.32,14.79,13.42,13.95,13.37,12.33,12.65,11.9
Gja1,44.85,47.44,42.92,91.58,93.45,85.05,74.83,81.57,71.06
Asphd2,3.6,3.37,3.55,1.48,0.82,0.82,2.42,2.05,2.57
Pik3ca,11.78,12.96,12.54,12.72,11.44,12.08,13.5,13.59,13.43
Raet1d,13.36,13.91,14.04,2.36,2.46,1.66,4.96,4.09,5.16
Exoc7,14.34,14.71,13.16,15.97,16.62,16.92,16.62,14.79,16.73
Map6,51.15,46.67,50.57,11.13,11.26,10.88,26.82,26.95,29.39
Angptl7,0.03,0.03,0.03,0.12,0.29,0.03,0,0.06,0.06
Spag1,1.33,1.37,1.33,1.55,1.22,1.39,0.82,0.72,0.74
Ccdc90b,12.4,14.72,12.56,13.13,14.45,14.15,15.33,14.38,13.55
Yod1,1.38,1.25,1.33,1.47,1.26,1.81,1.05,1.18,1.22
Tubgcp5,5.73,5.82,5.79,6.2,6.26,6.13,4.64,3.74,3.52
Fmr1nb,0.08,0.18,0.09,0.18,0.43,0.34,0,0.19,0.19
Acadl,18.56,18.59,19.81,35.71,35.57,37.4,37.36,40.21,39.38
Rad54l,5.16,4.92,4.9,5,4.92,5.35,0.49,0.5,0.72
Kcnd1,6.28,6.09,5.82,6.68,6.69,6.92,6.61,6.44,6.64
Lct,0.03,0.06,0.04,0.08,0.09,0.11,0.04,0.01,0.03
Btbd16,0.07,0,0.02,0,0,0,0,0.05,0
Ndp,0,0.03,0,0,0,0,0,0,0
Btbd9,2.58,2.46,2.53,1.84,1.83,2.15,3.27,3.15,3.21
Ak7,0,0,0,0,0.01,0.01,0,0,0
Myog,0,0,0,0,0,0,0,0.04,0
Gpr137c,0.2,0.22,0.29,0.58,0.49,0.68,0.48,0.4,0.42
Dcdc2b,0.54,0.11,0.11,0.7,0.56,0.75,0.16,0.77,0.4
Vmn2r47,0,0,0.01,0,0,0,0.01,0,0
Stpg1,0,0.03,0,0.06,0,0,0,0.06,0
Abcf2,53.17,54.73,57.76,53.49,53.64,55.71,28.23,25.55,26.39
Hpdl,0.3,0.12,0.23,0.32,0.15,0.19,0.23,0.23,0.21
Mdh1,40.27,35.25,37.73,50.33,45.73,45.75,43.63,43.58,47.45
Brms1,15.67,12.05,14.78,14.1,13.89,16.12,11.38,11.45,12.21
Cideb,0,0.12,0.06,0,0.16,0.23,0.22,0.18,0.19
Srgap2,15.78,16.62,15.46,16.93,16.76,14.72,18.83,18.4,18.6
Nr3c1,13.86,16.11,15.4,12.16,13.11,13.22,22.48,23.41,23.03
Fam210b,2.42,2.76,2.81,2.82,3.06,2.75,5.72,6.1,5.86
Mrgprg,0,0,0,0,0.03,0,0,0,0
Tox3,0.12,0.06,0.02,0.02,0.04,0.04,0,0,0
Spata32,0.06,0,0,0,0.06,0.06,0.06,0,0.06
Tank,27.28,28.79,29.27,35.97,33.26,30.99,23.83,23.2,22.38
Glt8d2,1.24,1.12,1.26,0.54,0.48,0.73,3.6,3.22,2.99
Gm3045,0.05,0,0.03,0,0,0,0,0,0
Gm2240,0,0,0,0.12,0,0,0.04,0.04,0
Kctd2,6.66,8.08,7.55,11.38,12.33,14.39,11.08,9.72,10.01
Tmed5,49.72,47.95,57.26,60.75,58.91,60.96,27.88,24.2,25.62
Slc38a9,1,1.04,1.24,1.61,1.48,1.43,1.85,1.82,1.75
Gamt,4.95,4.13,4.75,6.18,7.91,5.71,11.72,10.33,10.13
Tor3a,5.71,5.08,5.09,6.91,6.31,7.34,17.64,13.17,13.03
Klhl5,25.45,27.12,25.64,21.21,21.23,21.19,19.81,18.77,20.62
Tbc1d12,3.04,3.53,3.29,3.72,3.31,3.41,5.07,4.68,3.77
Hint2,5.81,5.36,6.13,4.47,6.24,7.3,7.28,7.37,7.82
Galnt12,2.94,3.31,2.74,7.42,6.44,7.12,5.07,4.09,4.63
Asap1,39.71,40.28,39.21,13.62,14.19,13.31,33.41,36,34.47
1810022K09Rik,93.9,83.97,95.23,93.46,85.27,81.91,65.48,59.52,62.43
Dsel,7.32,8.31,8.29,23.75,23.88,25.28,13.47,12.52,12.61
Cass4,0.37,0.21,0.3,0.1,0.05,0.03,0.25,0.25,0.09
Eif1,215.42,204.21,208.98,183.61,196.84,213.17,164.95,164.52,163.97
Calml3,0,0,0,0,0,0.04,0,0,0
Timp2,299.2,303.76,287.3,294.5,305.01,266.24,825.74,847.48,833.82
Ptbp3,20.49,23.72,22.33,16.45,15.9,16.85,15.3,15.81,15.04
Rdh16,0,0.04,0,0,0.02,0.05,0.04,0.02,0
A430033K04Rik,1.47,1.81,1.22,1.76,1.74,1.85,2.26,1.87,1.96
Trpc2,0,0.33,0.23,0,0,0,0.33,0.12,0
Uba1y,0.13,0.14,0.05,0.16,0.12,0.04,0.18,0.16,0.02
Zfp213,3.72,4.3,3.94,4.72,5.36,5.44,2.86,2.45,2.84
Zfp966,1.92,4.32,3.75,2.04,1.99,0,0.71,2,2.93
Nhlrc3,4.17,4.66,5.32,3.73,4.09,4.06,6.46,6.88,7.41
Gm14569,0,0.02,0,0,0,0,0,0,0
Hnrnpm,84.53,91.7,88.22,76.27,72.49,74.32,39.92,42.35,42.4
Psmb4,87.89,85.79,91.9,103.23,95.41,96,70.71,57.5,61.05
Cfap298,9.27,8.7,10.48,3.99,5.56,5.02,5.12,4.36,5.5
Chfr,14.65,14.53,14.25,12.89,11.47,11.71,12.78,12.77,12.83
Ocel1,0.91,1.05,0.71,1.86,1.85,1.86,1.5,2.53,1.29
Ubr1,8.4,8.24,8.09,7.79,7.45,7.22,8.98,9.4,9.21
Ccdc168,0.03,0.02,0.03,0.05,0.04,0.01,0.02,0,0.01
Gm281,0,0.03,0,0,0,0,0,0,0
Nnt,11.42,12.18,10.65,6.58,6.32,7.64,9.56,8.58,8.82
Prkcq,0,0.02,0.04,0,0,0,0,0,0
Serpina3m,0,0,0,21.71,26.69,24.23,1.16,0.81,1.22
Clba1,3.59,3.37,4.61,2.83,2.99,3.73,4.05,3.55,4.4
Ccdc163,3.42,3.33,4.54,3.26,4,3.53,2.63,2.06,2.6
Dynlt1b,28.63,34.48,33.69,32.91,34.47,28.58,25.93,24.23,26.97
Vwa5a,14.84,15.55,14.71,32.58,32.46,29.6,45.17,40.76,39.09
Acss3,0.7,0.55,0.56,8.8,9.79,8.15,8.66,10.74,9.84
Rpp25l,12.97,14.01,11.22,14.77,17.65,19.25,13.69,11.69,9.97
Zfp518a,3.36,3.57,3.5,2.55,2.68,2.59,3.08,3.11,3.26
Tef,14.83,14.78,14.82,12.22,13.31,12.59,25.99,28.17,25.57
Pcsk2,0,0,0,0,0.01,0,0,0,0
Magix,0,0,0,0,0,0,0,0.02,0
Vsir,3.61,4.16,3.15,1.74,2,2.3,8.29,9.2,8.69
Rpl8,710.45,619.9,662.8,801.25,852.4,871.08,536.02,489.51,483.29
Vps33b,4.18,4.23,4.36,4.07,4.99,4.2,4.49,3.94,3.83
Olfr1316,0,0,0.07,0,0,0,0.14,0,0
Mpzl2,0,0.02,0.02,0,0,0,0.04,0.06,0.06
Decr2,8.23,6.53,6.14,6.76,6.75,6.76,14.23,12.19,12.1
Gsdma,0,0,0,0,0.04,0,0,0,0.08
Ptpn18,0,0.04,0,0.04,0,0,0.12,0.04,0
Ccdc162,0.03,0.07,0.11,0.1,0.06,0.02,0.04,0.09,0.06
Slurp1,0,0.15,0,0,0,0,0,0,0.16
Plk3,9.63,8.58,9.53,3.38,3.22,2.91,2.77,2.92,2.61
Fam129c,0.13,0.16,0.39,0.28,0.26,0.2,0.43,0.29,0.36
Mob3c,3.26,4.06,3.98,2.98,3.67,3.16,4.4,4.63,4.19
Tmem178,0,0,0.04,0.04,0,0.11,0.5,0.9,0.68
Sec61g,34.02,29.58,30.35,28.38,24.59,33.77,21.78,18.74,18.36
Foxk1,10.45,10.18,10.03,16.28,16.18,14.67,12.63,13.01,13.07
A2m,0.04,0.03,0.02,2.03,1.68,2.15,0.32,0.32,0.41
Tpm1,868.05,920.83,904,134.38,140.25,134.07,327.29,314.07,312.62
Pitpnm3,0.16,0.17,0.2,0.11,0.1,0.14,0.13,0.13,0.14
Plcz1,0,0,0,0,0,0,0,0,0.03
Rgs16,31.46,25.09,32.18,22.38,24.6,25.83,29.4,28.02,28.08
Yif1b,64.37,58.18,58.75,23.96,26.02,26.87,33.56,30.49,32.97
Palm2,2.55,2.8,2.81,0.42,0.39,0.44,1.05,1.09,1.18
Olfr613,1.99,1.87,1.95,2.2,2.16,2.17,2.07,1.94,1.7
Met,2.23,2.6,2.14,1.73,1.83,1.64,2.32,2.91,2.1
Blmh,16.34,16.72,15.51,17.46,18.3,18.24,12.13,10.67,11.22
Trim24,10.8,11.25,10.97,12.24,12.63,12.32,9.98,10.71,10.66
Riox2,12.34,12.87,13.36,10.01,9.56,9.91,7.27,6.73,6.37
S100a11,1924.96,1860.09,1853.95,1123.26,1130.48,1125.24,1181.84,1261.05,1264.7
Gm16441,0,0,0,0,0.04,0,0,0,0
Man1c1,14.68,14.9,15.51,14.78,13.42,14.23,28.13,30.99,29.53
Vapa,72.33,73.76,78.28,55.49,58.12,61.22,53.03,52.46,51.85
Gm15270,0.06,0.03,0.27,0.07,0,0.11,0.24,0.22,0.39
Wwc1,1.43,1.55,1.44,0.71,0.48,0.51,0.45,0.51,0.55
Tars2,13.06,11.4,11.25,12.87,12.92,12.7,6.77,7.24,8.32
Macc1,0.05,0.05,0.02,0.02,0.02,0,0,0,0
Slfn10-ps,0.59,0.64,0.61,1,0.83,0.68,2.03,1.84,1.45
Ly6c1,46.26,50.32,41.27,64.96,71.68,61.36,405.74,320.55,337.69
Fut10,7.33,7.87,8.36,8.91,9.13,9.25,7.71,7.4,7.27
B230311B06Rik,1.31,1.36,1.03,1.41,1.05,1.56,1.48,1.19,0.81
Sema4b,4.04,3.37,4.56,5.32,4.9,5.19,7.32,7.99,7.9
Atp5k,49.59,32.71,46.76,51.78,49.85,62.3,37.45,27.49,35.4
Il7r,0.02,0,0,0,0,0,0.02,0,0
Dph7,5.3,4.48,3.24,5.78,5.79,6.86,4.88,3.67,4.72
Patl2,0,0,0,0,0,0,0.03,0,0
Cog8,15.46,13.15,14.1,18.75,19.95,19.24,13.03,13.11,14.01
Cd6,0.04,0.06,0.02,0,0,0,0,0,0
D830030K20Rik,0.11,0.23,0.08,0.04,0.11,0,0.07,0.05,0
Zfp931,1.02,1.02,0.75,1.13,1.01,1.15,1.16,1.2,1.03
Srsf11,55.31,56.88,59.03,67.22,63.77,65.88,39.88,42.98,44.82
Rpap3,11.27,12.09,10.91,9.29,8.77,9.17,7.13,6.9,6.58
Dnajc7,38.54,36.74,36.07,35.84,36.76,34.99,27.5,28.03,28.53
Trappc10,11.93,11.71,12.23,14.31,12.53,12.74,9.88,10.18,10.12
Pex11a,1.12,1.52,1.99,3.77,4.67,3.93,5.09,5.99,5.7
Cmtm6,17.65,16.68,17.39,17.75,17.24,17.89,14.85,15.82,16.6
Actg1,2580.52,2400.72,2612.34,942.16,922.62,893.12,907.44,916.32,934.7
Pde11a,0.2,0.09,0.1,0.59,0.69,0.75,1.59,1.33,0.87
Rspo2,0.38,0.71,0.41,0.24,0.45,0.26,1.7,1.78,1.85
Tmx4,4.58,5.57,5.17,8.64,8.31,9.3,7.16,7.77,6.4
Speer4c,0,0,0,0,0,0,0.09,0,0
Rbm43,3.99,4.08,4.5,2.86,2.4,3.75,5.41,6.01,5.8
Nodal,0,0.03,0,0,0,0,0.03,0,0
Lrguk,0.05,0.04,0.04,0.04,0.03,0.04,0.11,0.03,0.03
Bag3,101.34,90.3,94.28,161.73,152.26,155.1,81.77,87.45,93.69
Cd55,6.34,7.3,5.61,8.17,5.72,6.93,12.88,10.12,11.49
Dnd1,0.37,0.57,0.76,0.74,0.38,0.21,0.25,0.29,0.51
Gadd45a,7.33,8.1,7.29,9.77,7.9,8.2,29,30.95,24.82
Serpine2,62.4,67.54,63.33,183.07,180.12,187.02,263.46,250.9,242.37
Adamts17,0.03,0.05,0.03,0.06,0.07,0.15,0.53,0.57,0.59
Runx3,0,0.09,0.03,0,0.02,0,0,0,0
Myo3b,0,0,0,0,0,0.01,0.01,0,0
Nfkbil1,6.01,7.12,7.51,6.25,6.7,6.74,7.52,7,8.71
9930104L06Rik,4.45,4.99,4.49,4.21,3.38,4.23,3.45,3.51,3.35
Tgfbi,3.98,3.2,3.89,4.91,4.49,6.8,21.23,20.74,19.43
Lamtor4,19.02,17.15,16.68,19.55,19.95,17.59,22.62,19.02,21.68
Nfix,122.68,121.52,118.06,126.15,130.75,112.42,177.08,193.03,188.66
Fmnl1,0.15,0.37,0.25,0,0.02,0.08,0.59,0.37,0.34
Leprotl1,18.28,16.97,15.9,12.97,11.16,14.07,14.5,13.87,13.77
Apold1,0.19,0.22,0.2,0.26,0.16,0.13,0.16,0.02,0.1
Slc22a22,0,0,0,0.35,0.25,0.09,0.09,0.09,0.1
Ankrd46,18.6,18.53,18.39,24.2,25.41,25.8,24.18,22.12,20.86
Zfp11,1.84,1.64,1.87,1.79,1.94,1.79,2.02,1.76,2.02
Cd70,0,0,0.08,0,0.08,0,0,0,0
Zfp410,11.84,11.91,12.54,11.83,11.51,11.18,9.36,8.89,10.47
